id,name,description
1129,Tacos El Rey Norte,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ambiente moderno."
1130,La Tasca Tradicional,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ambiente luminoso."
1131,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente elegante.
1132,Bistro Provenza Del Valle,"Casera y amplio. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1133,El Mercado Gourmet,Comida fresca. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1134,La Esquina Real,"Gourmet y moderno. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1135,Brasa y Sazón Norte,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente luminoso."
1136,Sabor a Mar Puno,"Comida tradicional. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
1137,Noche de Tapas Tradicional,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos música en vivo."
1138,Panadería Dulce Hogar Este,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ambiente moderno."
1139,La Cantina Imperial,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ofrecemos música en vivo."
1140,Sabor Asiático Real,"Comida casera. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1141,La Casa,"Auténtica y amplio. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1142,El Puerto Imperial,"Comida gourmet. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1143,Doña Lupita Gourmet,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente rústico."
1144,Parrilla Norte Centro,"Deliciosa y acogedor. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1145,Sakura Sushi Express,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Estacionamiento disponible."
1146,Pizza Roma Iquitos,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ofrecemos wifi gratis."
1147,El Rincón Vegetal Norte,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Delivery disponible."
1148,Café Central Clásico,"Comida selecta. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1149,Tacos El Rey Premium,"Fresca y elegante. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1150,La Tasca Norte,"Comida selecta. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1151,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Delivery disponible.
1152,Bistro Provenza Tradicional,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ofrecemos delivery."
1153,El Mercado Sur,Fresca y amplio. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1154,La Esquina Gourmet,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Delivery disponible."
1155,Brasa y Sazón Premium,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente acogedor."
1156,Sabor a Mar Tacna,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos terraza."
1157,Noche de Tapas Express,"Fresca y amplio. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1158,Panadería Dulce Hogar Imperial,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Menú infantil disponible."
1159,La Cantina Oeste,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ofrecemos estacionamiento."
1160,Sabor Asiático Real,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Wifi gratis disponible."
1161,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ambiente amplio."
1162,El Puerto Moderno,"Comida gourmet. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1163,Doña Lupita Tradicional,"Fresca y elegante. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1164,Parrilla Norte Gourmet,"Tradicional y rústico. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1165,Sakura Sushi Centro,"Gourmet y íntimo. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1166,Pizza Roma Cajamarca,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Delivery disponible."
1167,El Rincón Vegetal Imperial,"Comida gourmet. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1168,Café Central Oeste,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Estacionamiento disponible."
1169,Tacos El Rey Premium,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Terraza disponible."
1170,La Tasca Express,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Menú infantil disponible."
1171,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Buffet disponible.
1172,Bistro Provenza Premium,"Comida gourmet. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1173,El Mercado Gourmet,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos estacionamiento.
1174,La Esquina Norte,"Auténtica y acogedor. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1175,Brasa y Sazón Tradicional,"Comida selecta. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
1176,Sabor a Mar Puno,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos reservas online."
1177,Noche de Tapas Centro,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos estacionamiento."
1178,Panadería Dulce Hogar Tradicional,"Comida selecta. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1179,La Cantina Tradicional,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ofrecemos terraza."
1180,Sabor Asiático Moderno,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ofrecemos para llevar."
1181,La Casa,"Comida casera. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1182,El Puerto Imperial,"Comida selecta. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1183,Doña Lupita Del Valle,"Comida gourmet. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1184,Parrilla Norte Tradicional,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ofrecemos buffet."
1185,Sakura Sushi Express,"Comida gourmet. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1186,Pizza Roma Chiclayo,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Pet friendly disponible."
1187,El Rincón Vegetal Premium,"Casera y acogedor. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1188,Café Central Imperial,"Tradicional y rústico. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1189,Tacos El Rey Sur,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ofrecemos menú infantil."
1190,La Tasca Premium,"Tradicional y acogedor. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1191,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Reservas online disponible.
1192,Bistro Provenza Moderno,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Delivery disponible."
1193,El Mercado Real,Comida deliciosa. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1194,La Esquina Real,"Tradicional y moderno. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1195,Brasa y Sazón Sur,"Tradicional y amplio. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
1196,Sabor a Mar Lima,"Comida auténtica. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
1197,Noche de Tapas Tradicional,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ambiente rústico."
1198,Panadería Dulce Hogar Sur,"Comida artesanal. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1199,La Cantina Real,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente acogedor."
1200,Sabor Asiático Real,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Reservas online disponible."
1201,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ambiente luminoso."
1202,El Puerto Imperial,"Comida tradicional. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1203,Doña Lupita Clásico,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ofrecemos menú infantil."
1204,Parrilla Norte Del Valle,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Pet friendly disponible."
1205,Sakura Sushi Tradicional,"Comida auténtica. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1206,Pizza Roma Iquitos,"Comida tradicional. Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio."
1207,El Rincón Vegetal Del Valle,"Tradicional y familiar. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1208,Café Central Gourmet,"Gourmet y elegante. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1209,Tacos El Rey Tradicional,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ofrecemos para llevar."
1210,La Tasca Sur,"Comida fresca. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1211,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Música en vivo disponible.
1212,Bistro Provenza Clásico,"Fresca y elegante. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1213,El Mercado Este,Comida selecta. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1214,La Esquina Tradicional,"Deliciosa y elegante. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1215,Brasa y Sazón Tradicional,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ofrecemos buffet."
1216,Sabor a Mar Huancayo,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos reservas online."
1217,Noche de Tapas Premium,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos música en vivo."
1218,Panadería Dulce Hogar Imperial,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Ambiente elegante."
1219,La Cantina Norte,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ofrecemos para llevar."
1220,Sabor Asiático Tradicional,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ofrecemos buffet."
1221,La Casa,"Comida auténtica. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1222,El Puerto Moderno,"Comida artesanal. Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas."
1223,Doña Lupita Imperial,"Selecta y acogedor. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1224,Parrilla Norte Real,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente amplio."
1225,Sakura Sushi Este,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ofrecemos reservas online."
1226,Pizza Roma Chimbote,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente moderno."
1227,El Rincón Vegetal Gourmet,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Ofrecemos reservas online."
1228,Café Central Sur,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Pet friendly disponible."
1229,Tacos El Rey Premium,"Selecta y amplio. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1230,La Tasca Premium,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Para llevar disponible."
1231,Mar y Tierra,Comida artesanal. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
